word,star_1,star_2,star_3,star_4,star_5
okley,0.0,0.0,0.0,0.0,10.0
habitu,0.0,0.0,0.0,0.0,6.0
cerveau,0.0,0.0,0.0,0.0,6.0
seulement,0.0,0.0,0.0,0.0,5.0
react,0.0,0.0,0.0,0.0,8.0
estrategia,0.0,0.0,0.0,0.0,12.0
fish,0.0,0.0,0.0,0.0,3.0
somo,0.0,0.0,0.0,0.0,6.0
melhorar,0.0,0.0,0.0,1.0,5.0
sciencebas,0.0,0.0,0.0,0.0,8.0
evidencebas,0.0,0.0,0.0,0.0,6.0
agradecida,0.0,0.0,0.0,0.0,7.0
cerebro,0.0,0.0,0.0,0.0,35.0
cotidiana,0.0,0.0,0.0,0.0,6.0
humano,0.0,0.0,0.0,0.0,7.0
profesora,0.0,0.0,0.0,0.0,7.0
metalearn,0.0,0.0,0.0,0.0,6.0
studylearn,0.0,0.0,0.0,0.0,6.0
dra,0.0,2.0,0.0,5.0,86.0
optimis,0.0,0.0,0.0,1.0,26.0
podemo,0.0,0.0,0.0,0.0,8.0
